工单ID,url,一级标签,二级标签,三级标签,四级标签,局点名称,问题分类,原因分类,问题标题,工单创建时间,工单结单时间,内部建单人,当前处理人,工单负责人,一线处理时长 (h),一点五线处理时长 (h),二线处理时长(h),产研处理时长(h),垂直产研处理时长(h),处理时长(h),待查根因停留时长(h),超长工单,根因描述 ,后续规避措施,备注,进阶分类
9259570,https://link.andon.tencent.com/Bz3rdttm,高级威胁检测系统(NTA)-御界,功能模块,仪表板-系统监控,高级管理模式,金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【TCE380】【御界】御界显示异常，请协助处理,2022-07-26 16:00:05,2022-08-03 14:34:18,p_ccongren,p_pmhliu,p_pmhliu,0.31,1.85,0,0,0,2.17,19.95,0,,,,
9531391,https://link.andon.tencent.com/Ob1OLtx4,TCE,平台应用,身份和访问管理服务(CAM),身份和访问管理服务(CAM),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,变更出现异常,性能问题,"【税总广东-TCE380-张均衡】北京业务区X86环境,tcs的pod起不来",2022-09-12 16:17:35,2022-09-19 15:11:02,p_lchengluo,p_pqiaozeng,p_pqiaozeng,0.05,2.18,0,0,0,2.23,0,0,,,,
8800705,https://link.andon.qq.com/tEhTBXmk,TCE,云监控,云监控(Barad),云监控(Barad),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总发票云-TCE 380-刘尚灵】redis实例监控无数据,2022-05-12 20:29:37,2022-05-19 14:37:20,p_ccongren,p_ccongren,p_ccongren,0.06,2.91,0,0,0,2.98,0,0,,,,
8974099,https://link.andon.qq.com/bBotb4xn,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,变更出现异常,性能问题,【税总广东-TCE380-张雨琦】紧急单， 现在总局缓存库很多慢SQL，很多都是处于Open table状态,2022-06-08 22:36:26,2022-06-09 01:22:31,p_pchenchen,,p_pchenchen,0.04,1.3,0,0,0,1.34,0.35,0,,,,
9690520,https://link.andon.tencent.com/uetU3kXg,TCE,平台支撑,TCS,TCS,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-陈泉宏】总局业务区 tcs-node节点notready 状态,2022-10-13 01:42:05,2022-10-20 15:15:17,p_pbinqiu,p_pbinqiu,p_pbinqiu,0.17,0,0.8,0,0,0.97,0,0,,,,
9580900,https://link.andon.tencent.com/hJ9CO6cq,天巡,客户端,巡检中心,日常运维,金税信创云平台_备份_业务专网区-总局非国产化业务专网区-总局非国产化业务专网区,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【天巡】巡检打卡二维码停止更新,2022-09-20 14:23:20,2022-09-28 15:12:09,p_andysshi,p_andysshi,p_andysshi,0.14,8.88,0,0,0,9.03,11.77,0,,,,
8752045,https://link.andon.qq.com/sj7tH8X9,TCE,云监控,云监控(Barad),云监控(Barad),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-梁卓鹏】总局业务网物理机无监控，CVM有监控，strom-worker CPU利用率高,2022-05-06 11:08:16,2022-05-06 18:04:12,p_ppxichen,,p_andysshi,0.17,6.76,0,0,0,6.93,0,0,,,,
9543983,https://link.andon.tencent.com/lsIOPq96,TCE,计算,云服务器(CVM),云服务器(CVM),金税信创云平台_备份_互联网区-总局非国产化互联网区-总局非国产化互联网区,产品出现异常,性能问题,【税总发票云-TCE380-董小松】【cvm】pod一直重启,2022-09-14 15:13:49,2022-09-21 15:17:22,p_ldantang,p_ldantang,p_ldantang,0.06,0.72,0,0,0,0.78,0,0,,,,
8278751,https://link.andon.qq.com/QNTN30HG,天巡,客户端,巡检中心,日常运维,广东金税信创云_互联网区_forTCE-天巡-正式-2270,产品出现异常,性能问题,【税总广东-TCE380-陈泉宏】互联网区 天巡巡检打卡无数据,2022-02-28 10:37:22,2022-03-07 14:32:12,p_daiyimao,p_jiayixie,p_jiayixie,0.16,0.59,0,0,0,0.75,0,0,,,,
9440326,https://link.andon.tencent.com/TGV6mvII,TCE,安全,Web应用防火墙(WAF),Web应用防火墙(WAF),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总发票云-TCE 380-仝欣】天巡巡检waf巡检异常,2022-08-26 15:58:48,2022-09-02 15:17:18,p_ldantang,p_ldantang,p_ldantang,0.12,0.65,0,0,0,0.77,0,0,,,,
9777913,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9777913&sign=f0cfadde233f6bb4d6c6454ed8e77d8e,TCE,平台支撑,TCS,TCS,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品咨询,性能问题,【税总云发票-上海-TCE-尹旭】云哨告警 pod cpu使用率超过 global.infrastore-metric.infrastore-metric-scraper-597f8566b-26b7,2022-10-27 16:52:21,2022-11-03 15:37:29,p_daiyimao,p_daiyimao,p_daiyimao,0.15,0,0.2,0,0,0.35,0,0,,,,
9978644,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9978644&sign=7898aaa393dfabcd1c27290a7f42c58c,TCE,云监控,云哨,云哨,四川金税信创云_互联网区-四川信创云互联专网-四川信创云互联网区az,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-罗思帆】overlay 母机ssh不可达，ping不通。但是没有触发故障迁移,2022-11-28 16:24:22,2022-12-05 15:15:02,p_xinxyyan,p_xinxyyan,p_xinxyyan,0.15,0.08,1.18,0,0,1.41,0.66,0,,,,
10030772,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10030772&sign=0ba99fe4b7f26efedd83f409d1decfaf,TCE,云监控,云哨,云哨,金税信创云平台二办_互联网专网区-总局二办互联网信创-总局二办互联网信创区,产品出现异常,性能问题,【税总发票云-TCE-陈琦】waf组件访问infrastore-pushgateway报错,2022-12-06 15:20:45,2022-12-13 15:16:39,p_silingui,p_silingui,p_silingui,0.11,0,0.76,0,0,0.87,1.56,0,,,,
8838762,https://link.andon.qq.com/Rubx3i7c,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-覃明昊】【redis】内蒙生产内网区auth服务访问互联网区redis报错,2022-05-18 22:02:04,2022-05-26 18:44:11,p_tomi,p_tomi,p_tomi,0.23,0.77,0,0,0,1,0,0,,,,
8894988,https://link.andon.qq.com/GqhNw09n,TCE,部署工具系统,kaleido,kaleido,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-刘尚灵】kaleido_dbsql update失败，提单到平台>部署工具,2022-05-27 09:21:40,2022-06-03 14:40:02,p_ccongren,p_xuyangyin,p_xuyangyin,0.49,0,0,4.92,0,5.41,0,0,,,,
8730700,https://link.andon.qq.com/6IrTjBJJ,TCE,云监控,云监控(Barad),云监控(Barad),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-陈泉宏】总局互联网区dcos物理机监控无数据,2022-04-29 20:09:03,2022-05-12 14:30:36,p_xjwen,p_qfzeng,p_qfzeng,116.43,3.25,0,0,0,11.36,131.8,0,,,,
10205637,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10205637&sign=6d27f2ce94fe58447eafc3f768bee74f,TCE,数据库,分布式云数据库(TBase),服务请求,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,客户服务请求,性能问题,【税总广东-TCE380-罗思帆】 广东业务区tbase无法查看实例详情,2023-01-12 18:52:03,2023-01-19 15:17:17,p_kaiweiyi,p_kaiweiyi,p_kaiweiyi,0.04,0.72,0,1.53,0,2.29,0,0,,,,
8397320,https://link.andon.qq.com/i6dT0KdH,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-刘梓龙】客户需要部署应用，因此从内网推了一个镜像，但在外网部署tsf时获取镜像的时间超过20分钟才成功，平常在白天几分钟就能获取到，麻烦协助看下原因,2022-03-16 03:09:03,2022-03-28 14:30:37,p_gwweigao,p_tomi,p_tomi,120.84,0,0,0,0,12.43,114.24,0,,,,
9451238,https://link.andon.tencent.com/bmXzUCAb,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】云哨告警-云主机CPU利用率越限告警问题-tsf-mock咨询,2022-08-29 14:44:11,2022-09-12 15:13:02,p_yhaoliang,p_yhaoliang,p_yhaoliang,0.33,5.89,0,0,0,6.21,0,1,,,,
9986427,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9986427&sign=09046e1f2a19ac85c83d12347083f99c,TCE,云监控,云哨,云哨,四川金税信创云_互联网区-四川信创云互联专网-四川信创云互联网区az,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-罗思帆】overlay 母机已关机，但是没触发故障迁移，云哨也没有触发相关的事情告警,2022-11-29 14:56:17,2022-12-06 15:15:24,p_dijiasong,p_dijiasong,p_dijiasong,0.09,0,0.75,0,0,0.85,2.1,0,,,,
8509789,https://link.andon.qq.com/hQ5tYVnv,TCE,平台支撑,ES,ES,金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品技术咨询,性能问题,【税总发票云-TCE 380-北京】【ES】 arm业务区，Redis租户端监控数据断点，监控排查ES报错导致,2022-03-30 15:47:18,2022-04-21 14:31:19,p_anjianli,p_xjwen,p_xjwen,8.61,13.59,0,50.52,0,72.73,117.92,1,,,,
10265568,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10265568&sign=53fe73b2b50998571a43543cd0ea812c,TCE,存储,对象存储(CSP),对象存储(CSP),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-卢杰达】csp请求成功率较低，有大量慢查询,2023-02-04 10:45:29,2023-02-11 15:11:20,p_siqiichen,p_siqiichen,p_siqiichen,0.06,0,1.03,0,0,1.09,0,0,,,,
9713053,https://link.andon.tencent.com/vMGbxC2g,TCE,平台支撑,容器化支撑服务,容器化支撑服务,上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】Pod发生重启 global.tcs-system.localpv-csi-loopdevice-provisioner-6964f84954-mxzlz,2022-10-17 16:21:10,2022-10-26 15:12:24,p_xjwen,p_xjwen,p_xjwen,0.18,0,1.16,2.06,0,3.41,46.84,0,,,,
10424230,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10424230&sign=26b1fa778cb62b0330b058d0470a8521,TCE,安全,Web应用防火墙(WAF),Web应用防火墙(WAF),金税信创云平台二办_互联网专网区-总局二办互联网信创-总局二办互联网信创区,产品出现异常,性能问题,【税总发票云-TCE-张鑫】二办互联网区 waf没有流量,2023-03-09 17:09:39,,p_yxiongxie,p_yxiongxie,p_yxiongxie,0.58,0.77,0,0,0,1.35,0,0,,,,
8792882,https://link.andon.qq.com/HPfRysrJ,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-陈泉宏】广东业务 150.15.1.10 tcsnode节点磁盘占用一直上升,2022-05-12 05:39:13,2022-05-19 14:31:28,p_xuyangyin,p_daiyimao,p_daiyimao,0.75,1.11,0,0,0,2.01,3.39,0,,,,
9455872,https://link.andon.tencent.com/9iaAi3FN,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE 380-董小松】【tsf】tsf-es集群状态异常，租户端查看日志不显示，集群机器内存使用超过97%，集群状态为yellow，failed索引状态 部分为yellow,2022-08-30 09:37:43,2022-09-07 15:14:51,p_pmhliu,p_pmhliu,p_pmhliu,0.79,10.21,0,0,0,10.99,17.29,0,,,,
8617828,https://link.andon.qq.com/zfsT2uMh,TCE,云监控,云监控(Barad),云监控(Barad),上海金税信创云_互联网区-shxcww-shxcwwaz1,使用方法咨询,性能问题,【北京税总发票云-TCE 380-彭程】云监控dashboard无数据,2022-04-14 20:17:41,2022-04-21 14:58:08,p_ccongren,p_ccongren,p_ccongren,0.12,2.8,0,0,0,2.93,0,0,,,,
9746022,https://link.andon.tencent.com/RpjIRQlY,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总广东-TCE380-郭应怀】流量探针异常,2022-10-23 00:30:19,2022-10-30 15:12:36,p_pmhliu,p_pmhliu,p_pmhliu,0.12,0.56,0,0,0,0.68,0,0,,,,
9934381,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9934381&sign=0e0a0f61b01042ca907f78bc68c11ec0,TCE,云监控,云哨,云哨,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】云哨告警 Inodes使用率超过阈值 78.11.0.9,2022-11-21 16:38:02,2022-11-28 15:39:25,p_siqiichen,p_siqiichen,p_siqiichen,0.14,0,0.54,0,0,0.68,0,0,,,,
9615491,https://link.andon.tencent.com/xrZ2CDLn,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【tdsql】78.11.0.24 服务器状态咨询,2022-09-26 14:35:13,2022-10-03 15:19:25,p_lchengluo,p_lchengluo,p_lchengluo,0.46,1.49,0,0,0,1.95,0,0,,,,
9623295,https://link.andon.tencent.com/g5M9ph5x,TCE,云监控,云哨,云哨,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品咨询,性能问题,【税总云发票-上海-TCE-尹旭】【云哨】Pod cpu使用率(占limit)超过阈值,2022-09-27 14:47:31,2022-10-04 15:15:56,p_pbinqiu,p_pbinqiu,p_pbinqiu,0.06,0.19,0,0,0,0.26,0,0,,,,
8617625,https://link.andon.qq.com/tqP2kLCM,TCE,云监控,云监控(Barad),云监控(Barad),上海金税信创云_业务专区-shxcyw-shxcywaz1,产品出现异常,性能问题,【北京税总发票云-TCE 380-张子岳】北京生产内网总局tbase和redis 4-14 8:58左右数据监控中断无法查看,2022-04-14 19:41:48,2022-04-21 14:57:26,p_ccongren,p_ccongren,p_ccongren,0.58,2.92,0,0,0,3.49,0,0,,,,
9889355,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9889355&sign=195e49b94c42c4e274c76bb2a445bfa6,TCE,平台支撑,TCS,TCS,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】etcd 数据存储路径更换,2022-11-14 14:25:56,2022-11-21 15:15:05,p_yxiongxie,p_yxiongxie,p_yxiongxie,0.15,0,1.68,0,0,1.83,0,0,,,,
10291248,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10291248&sign=5cc591005b494a0e31fb71dfc4d66dcc,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),金税信创云平台南海_业务专网区-总局南海业务信创-总局南海业务信创区,产品咨询,性能问题,【税总发票云-TCE-仝欣】SOC系统监控获取不到数据源，日志源状态不活跃，流量源状态离线,2023-02-10 10:27:53,2023-02-17 15:13:02,p_pmhliu,p_pmhliu,p_pmhliu,0.11,1.37,0,0,0,1.48,4.64,0,,,,
8830832,https://link.andon.qq.com/YI38Frkj,TCE,计算,容器服务(TKE),容器服务(TKE),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,基础设施异常,性能问题,【税总广东-TCE380】【徐晔】tke拉取镜像报504错误,2022-05-18 00:58:46,2022-05-26 18:33:49,p_pqiaozeng,p_pqiaozeng,p_pqiaozeng,2.52,0.78,0,0,0,3.29,0,0,,,,
9576825,https://link.andon.tencent.com/0z9LomKs,TCE,数据库,分布式云数据库(TBase),服务请求,广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-胡帆】协助变更tbase升级oss版本到2.15.18.6.3,2022-09-19 21:06:24,2022-09-27 15:13:23,p_daiyimao,p_daiyimao,p_daiyimao,0.13,2.48,0,0,0,2.6,7.37,0,,,,
8545280,https://link.andon.qq.com/Ja8qW64P,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),上海金税信创云_业务专区-shxcyw-shxcywaz1,产品出现异常,性能问题,【税总云发票-上海-TCE-王峻敏】【tdsql】master1安装配置文件没有db节点 （iplist.env，iplist.csv）,2022-04-04 23:52:30,2022-04-14 14:32:23,p_pchenchen,p_qfzeng,p_qfzeng,31.11,0,0,2.64,0,24.87,33.9,0,,,,
10391584,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10391584&sign=79a7cd54840b72fd2302308078db5527,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),四川金税信创云_互联网区-四川信创云互联专网-四川信创云互联网区az,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-李冬冬】tdsql扩充分片，昨晚5点开始，现在都没弄完,2023-03-03 09:32:37,2023-03-06 11:35:15,p_kaiweiyi,,p_kaiweiyi,0.69,1.87,0,24.36,0,26.91,47.13,0,,,,
10176565,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10176565&sign=6a30c68ffafd149dd2a15a37bd38ff09,TCE,平台支撑,Kafka,Kafka,金税信创云平台二办_互联网专网区-总局二办互联网信创-总局二办互联网信创区,产品出现异常,性能问题,【税总发票云-TCE-郭旭科@腾讯】kafka数据目录内名叫psg-http_log占用过大，咨询是否可以清理。以及使用的产品是,2023-01-06 15:52:05,2023-01-13 15:54:21,p_wzpwwang,p_wzpwwang,p_wzpwwang,0.04,0.5,1.06,0,0,1.6,0,0,,,,
8984943,https://link.andon.qq.com/zHx1VBPM,TCE,计算,容器服务(TKE),容器服务(TKE),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总发票云-TCE 380-仝欣】tke集群node节点拉起异常,2022-06-10 11:44:25,2022-06-17 14:40:53,p_ttingzeng,p_tomi,p_tomi,1.15,1.11,0,0,0,2.26,0,0,,,,
10273374,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10273374&sign=dfedd391c413f08eb5a327ebf5070ea6,TCE,网络,私有网络(VPC),VPC网关(VPCGW),青岛金税信创云_业务专网区-青岛金税信创业务专网-青岛金税信创业务专网一区,变更出现异常,性能问题,【税总发票云-青岛-TCE-郭应怀】青岛业务区C219105 vpcgw漏发reset影响cfs切机头问题变更支撑,2023-02-06 23:12:56,2023-02-14 15:12:01,p_kkaicchen,p_kkaicchen,p_kkaicchen,0.1,1.32,0,0,0,1.42,0.36,0,,,,
8608448,https://link.andon.qq.com/MOOhguSZ,TCE,云监控,云监控(Barad),云监控(Barad),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,"【税总广东-TCE380-刘强羽】【数据库】TDSQL实例租户端""系统监控""的""总连接数""没有今天的数据，需要协助排查",2022-04-13 19:51:13,2022-04-21 14:35:29,p_pjunbai,p_qfzeng,p_qfzeng,0.72,9.02,0,0,0,9.74,9.62,0,,,,
8255157,https://link.andon.qq.com/toTaxoGa,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE 380-王成】TSF-es集群磁盘达到90%，麻烦协助删除一下某个租户的日志,2022-02-24 00:05:13,2022-03-03 14:33:55,p_gwweigao,p_ccongren,p_ccongren,8.86,0,0,0,0,0.83,13.45,0,,,,
9638277,https://link.andon.tencent.com/wGiV7xSr,TCE,平台支撑,TCS,TCS,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,基础设施异常,性能问题,【税总发票云-TCE 380-仝欣】tcs 节点负载异常,2022-09-29 14:53:39,2022-10-06 15:35:33,p_zpmeng,p_zpmeng,p_zpmeng,0.06,1.29,0,0,0,1.35,0.72,0,,,,
10025038,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10025038&sign=d74383770f02cc48a74bf7fc09e25862,TCE,安全,Web应用防火墙(WAF),Web应用防火墙(WAF),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总发票云-TCE-陈琦】waf业务概览没有流量记录,2022-12-05 17:31:10,2022-12-15 15:10:45,p_xjwen,p_siqiichen,p_siqiichen,0.38,0.21,17.42,6.64,0,24.64,47.94,0,,,,
8357252,https://link.andon.qq.com/InW3HAai,TCE,存储,云硬盘(CBS),云硬盘(CBS),上海金税信创云_业务专区-shxcyw-shxcywaz1,产品出现异常,性能问题,【税总云发票-上海-TCE-张煜航】CBS HCBS流控预警组件异常,2022-03-10 13:50:16,2022-03-17 14:40:55,p_daiyimao,p_pjunbai,p_pjunbai,0.43,1.56,0,0,0,1.98,0,0,,,,
8314710,https://link.andon.qq.com/Y5U2N0NM,TCE,数据库,分布式云数据库(TBase),分布式云数据库(TBase),上海金税信创云_业务专区-shxcyw-shxcywaz1,产品出现异常,性能问题,【税总云发票-上海-TCE-蒋宇】数据同步工具 需要使用test_decoding这个组件来解析wal日志 但是咱们tbase里面没有这个组件,2022-03-04 11:08:43,2022-03-11 14:32:38,p_daiyimao,p_qfzeng,p_qfzeng,0.09,3.76,0,0,0,3.84,0,0,,,,
9513500,https://link.andon.tencent.com/TzLdVOuR,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-罗思帆】广东互联网区ctsdb 集群状态yellow,2022-09-07 22:04:32,2022-09-14 15:44:42,p_wwjunwang,p_wwjunwang,p_wwjunwang,0.07,0.17,0,0,0,0.24,0,0,,,,
9200337,https://link.andon.tencent.com/Sase9Yq1,TCE,平台支撑,Kafka,Kafka,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总发票云-TCE 380-董小松】【补单】 支撑kafka的pod出现异常，需要协助排查,2022-07-15 15:17:43,2022-07-22 14:53:11,p_ttingzeng,p_yhaoliang,p_yhaoliang,0.34,0.1,0,0,0,0.44,0,0,,,,
8127877,https://link.andon.qq.com/TDLlHLTa,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-唐光宇】tdsql母机告警：最大IO利用率大于 80% 产生的告警,2022-01-26 14:06:34,2022-02-03 14:31:02,p_cjtan,p_yulanhe,p_yulanhe,0.67,3.64,0,0,0,4.3,20.69,0,,,,
9525777,https://link.andon.tencent.com/08r81ViH,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,巡检发现异常,性能问题,【税总云发票-上海-TCE-尹旭】天巡巡检 redis系统cache检查-tcp_max_tw_buckets配置,2022-09-09 16:14:54,2022-09-16 15:25:50,p_gwweigao,p_gwweigao,p_gwweigao,0.22,2.52,0,0,0,2.75,0.15,0,,,,
9293368,https://link.andon.tencent.com/zc70u9EI,TCE,平台支撑,TCS,TCS,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品技术咨询,性能问题,【税总云发票-上海-TCE-尹旭】tcloud-barad-storm-worker-0 Pod cpu使用率(占limit)超过阈值。请协助处理,2022-08-01 16:34:25,2022-08-08 15:15:39,p_tomi,p_daiyimao,p_daiyimao,0.29,0.9,0,0,0,1.19,0.5,0,,,,
9949718,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9949718&sign=4bd473022ef47b06884061190b7a411a,TCE,平台支撑,Zookeeper,Zookeeper,金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总发票云-TCE-汪晓雷】支撑zk的性能出现瓶颈，需要指导优化,2022-11-23 16:46:42,2022-11-30 15:17:39,p_longppeng,p_longppeng,p_longppeng,0.15,0,2.09,0,0,2.23,0.87,0,,,,
8540328,https://link.andon.qq.com/FPEodbpU,TCE,云监控,云监控(Barad),云监控(Barad),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总发票云-TCE 380】【张子岳】北京业务生产租户端tdsql实例--系统监控无数据-报错 帮忙看下吧,2022-04-03 08:43:43,2022-04-10 14:33:12,p_pqiaozeng,p_zqdeng,p_zqdeng,1.02,0.62,0,0,0,1.64,0,0,,,,
8925379,https://link.andon.qq.com/8cSxqwaj,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-金志泉】御界web界面一直处于刷新状态无法打开，点击取消之后有【操作失败：TypeError Failed to fetch】报错提示，检查后台服务均正常，检查es集群状态显示timeout,2022-06-01 10:19:55,2022-06-02 11:07:57,p_anjianli,,p_xuyangyin,0.37,8.22,0,0,0,8.59,16.08,0,,,,
9424575,https://link.andon.tencent.com/pIHy23ch,Andon测试归档,Andon测试归档二级,Andon测试归档三级,Andon测试归档四级,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【故障演习】电票平台前端数字账户页面点击用票服务返回调用接口异常,2022-08-24 15:12:04,2022-08-31 15:31:32,p_anjianli,p_anjianli,p_anjianli,1.43,0,0,0,0,1.43,0,0,,,,
9419322,https://link.andon.tencent.com/rlUTzqNp,TCE,存储,云硬盘(CBS),云硬盘(CBS),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品技术咨询,性能问题,【税总广东-TCE380-陈浩华】cbs云硬盘IOPS性能测试咨询,2022-08-23 17:48:19,2022-09-01 15:10:34,p_gwweigao,p_zqdeng,p_zqdeng,0.13,2.09,0,0,0,2.22,46.45,0,,,,
8760195,https://link.andon.qq.com/XWN5FbGk,TCE,计算,容器服务(TKE),容器服务(TKE),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,巡检发现问题,性能问题,【税总广东-TCE380-赵海旺】总局-业务网-监控组件全安装到一台机器了 导致内存使用率暴涨,2022-05-07 11:14:34,2022-05-26 18:20:16,p_lijiayao,p_xjwen,p_xjwen,0.7,3.66,0,53.2,0,57.55,182.93,0,,,,
8291921,https://link.andon.qq.com/6pwhZkqi,TCE,平台支撑,TCS,TCS,上海金税信创云_业务专区-shxcyw-shxcywaz1,产品出现异常,性能问题,【税总云发票-上海-TCE-王磊】Pod异常状态告警 告警对象：infrastore-log-ingester-1,2022-03-01 16:25:04,2022-03-08 14:37:00,p_daiyimao,p_jiayixie,p_jiayixie,0.13,1.33,0,0,0,1.45,0,0,,,,
9968331,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9968331&sign=11c9dd1a33a8465204984f588a9f5d1c,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总发票云-TCE-罗思帆】二办业务区tsf consul-access连接异常,2022-11-26 13:05:19,2022-12-05 15:11:10,p_xinxyyan,p_siqiichen,p_siqiichen,0.14,0.67,0,0,0,0.81,45.03,0,,,,
